aaer_release_to_party_fkey,aaer_release_fkey,raw_name,party_type_fkey,type,auditor_fkey,auditor_name,auditor_affiliate_fkey,aud_aff_name,cik,company_name,law_firm_fkey,law_firm_name
1406,2537,Miller Energy Resources Inc,3,Entity,,,,,785968,"MILLER ENERGY RESOURCES, INC.",,
1409,2538,Miller Energy Resources Inc,3,Entity,,,,,785968,"MILLER ENERGY RESOURCES, INC.",,
1417,2540,Tmst Inc,3,Entity,,,,,892535,"TMST, Inc.",,
1420,2542,Tierone Corp,3,Entity,,,,,1170605,TIERONE CORP,,
1430,2559,Magnum Hunter Resources Corp,3,Entity,,,,,1335190,MAGNUM HUNTER RESOURCES CORP,,
1440,2561,Magnum Hunter Resources Corp,3,Entity,,,,,1335190,MAGNUM HUNTER RESOURCES CORP,,
1448,2562,Magnum Hunter Resources Corp,3,Entity,,,,,1335190,MAGNUM HUNTER RESOURCES CORP,,
1453,2563,Magnum Hunter Resources Corp,3,Entity,,,,,1335190,MAGNUM HUNTER RESOURCES CORP,,
1461,2567,Electronic Game Card Inc,3,Entity,,,,,1083036,ELECTRONIC GAME CARD INC,,
1473,2569,Keybanc Capital Markets inc,3,Entity,,,,,1074714,"KEYBANC CAPITAL MARKETS,INC /OH/",,
1477,2570,Pro Farm Group Inc,3,Entity,,,,,1441693,"Pro Farm Group, Inc.",,
1478,2684,Quadrant 4 System Corp,3,Entity,,,,,878802,Quadrant 4 System Corp,,
1482,2536,"Miller Energy Resources, Inc",3,Entity,,,,,785968,"MILLER ENERGY RESOURCES, INC.",,
1486,2571,Pro Farm Group Inc,3,Entity,,,,,1441693,"Pro Farm Group, Inc.",,
1491,2685,Code Rebel Corp,3,Entity,,,,,1613011,Code Rebel Corp,,
1492,2543,Left Behind Games Inc,3,Entity,,,,,13055,LEFT BEHIND GAMES INC.,,
1494,2685,Burnham Securities Inc,3,Entity,,,,,833179,BURNHAM SECURITIES INC.,,
1503,2573,China Valves Technology Inc,3,Entity,,,,,1080360,"CHINA VALVES TECHNOLOGY, INC",,
1521,2575,Yesdtc Holdings Inc,3,Entity,,,,,1449527,"YESDTC HOLDINGS, INC.",,
1532,2577,Latam Airlines Group SA,3,Entity,,,,,1047716,LATAM AIRLINES GROUP S.A.,,
1537,2452,Commonwealth Bankshares Inc,3,Entity,,,,,835012,COMMONWEALTH BANKSHARES INC,,
1538,2578,Cyios Corp,3,Entity,,,,,1091566,CYIOS CORP,,
1540,2453,"Chefs' Warehouse, Inc.",3,Entity,,,,,1517175,"Chefs' Warehouse, Inc.",,
1549,2580,Nexland Inc,3,Entity,,,,,1011722,NEXLAND INC,,
1551,2580,Nexsun Ethanol Llc,3,Entity,,,,,1419445,Nexsun Ethanol LLC,,
1552,2455,"Lighthouse Financial Group, Llc",3,Entity,,,,,1100960,"LIGHTHOUSE FINANCIAL GROUP, LLC",,
1565,2457,"Yuhe International, Inc.",3,Entity,,,,,1047857,"YUHE INTERNATIONAL, INC.",,
1568,2581,Polycom Inc,3,Entity,,,,,1010552,POLYCOM INC,,
1572,2582,Altisource Portfolio Solutions SA,3,Entity,,,,,1462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,,
1574,2582,Home Loan Servicing Solutions Ltd,3,Entity,,,,,1513161,"HOME LOAN SERVICING SOLUTIONS, LTD.",,
1575,2459,Lumenis Ltd,3,Entity,,,,,1004945,LUMENIS LTD,,
1577,2583,Mahwah Bergen Retail Group Inc,3,Entity,,,,,1498301,"Mahwah Bergen Retail Group, Inc.",,
1579,2460,Sun Communities Inc,3,Entity,,,,,912593,SUN COMMUNITIES INC,,
1581,2461,Bally Total Fitness Holding Corp,3,Entity,,,,,770944,BALLY TOTAL FITNESS HOLDING CORP,,
1582,2461,Bally Total Fitness Corp,3,Entity,,,,,1265245,BALLY TOTAL FITNESS CORP,,
1585,2463,Symmetry Medical Inc.,3,Entity,,,,,1292055,Symmetry Medical Inc.,,
1589,2583,Charming Shoppes Inc,3,Entity,,,,,19353,CHARMING SHOPPES INC,,
1590,2466,Verint Systems Inc,3,Entity,,,,,1166388,VERINT SYSTEMS INC,,
1591,2466,"Ca, Inc.",3,Entity,,,,,356028,"CA, INC.",,
1600,2366,Electronic Game Card Inc,3,Entity,,,,,1083036,ELECTRONIC GAME CARD INC,,
1603,2367,Diebold Nixdorf Inc,3,Entity,,,,,28823,"DIEBOLD NIXDORF, Inc",,
1610,2368,Diebold Nixdorf Inc,3,Entity,,,,,28823,"DIEBOLD NIXDORF, Inc",,
1637,2374,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
1638,2374,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
1641,2375,Assisted Living Concepts Inc,3,Entity,,,,,929994,ASSISTED LIVING CONCEPTS INC,,
1642,2375,Broadwind Inc,3,Entity,,,,,1120370,"BROADWIND, INC.",,
1645,2376,Assisted Living Concepts Inc,3,Entity,,,,,929994,ASSISTED LIVING CONCEPTS INC,,
1646,2376,Broadwind Inc,3,Entity,,,,,1120370,"BROADWIND, INC.",,
1657,2379,Zco Liquidating Corp,3,Entity,,,,,1355128,ZCO LIQUIDATING Corp,,
1662,2397,Penson Worldwide Inc,3,Entity,,,,,1123541,PENSON WORLDWIDE INC,,
1663,2397,Call Now Inc,3,Entity,,,,,869484,CALL NOW INC,,
1667,2398,Terex Corp,3,Entity,,,,,97216,TEREX CORP,,
1668,2398,United Rentals Inc,3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
1670,2399,Computer Sciences Corp,3,Entity,,,,,23082,COMPUTER SCIENCES CORP,,
1672,2400,Computer Sciences Corp,3,Entity,,,,,23082,COMPUTER SCIENCES CORP,,
1674,2401,Allscripts Healthcare Solutions Inc,3,Entity,,,,,1124804,Veradigm Inc.,,
1689,129,Rocky Mountain International Lid,3,Entity,,,,,878071,ROCKY MOUNTAIN INTERNATIONAL LID,,
1694,127,Guilford Mills Inc,3,Entity,,,,,44471,GUILFORD MILLS INC,,
1699,111,Versatility Inc,3,Entity,,,,,1023393,VERSATILITY INC,,
1704,104,Cylink Corp /ca/,3,Entity,,,,,1005230,CYLINK CORP /CA/,,
1709,102,Henry Schein Inc,3,Entity,,,,,1000228,HENRY SCHEIN INC,,
1716,99,Craig Consumer Electronics Inc,3,Entity,,,,,1009869,CRAIG CONSUMER ELECTRONICS INC,,
1728,93,Versatility Inc,3,Entity,,,,,1023393,VERSATILITY INC,,
1730,92,Premier Laser Systems Inc,3,Entity,,,,,878543,PREMIER LASER SYSTEMS INC,,
1731,92,Henry Schein Inc,3,Entity,,,,,1000228,HENRY SCHEIN INC,,
1733,91,Sirena Apparel Group Inc,3,Entity,,,,,925543,SIRENA APPAREL GROUP INC,,
1737,90,Craig Consumer Electronics Inc,3,Entity,,,,,1009869,CRAIG CONSUMER ELECTRONICS INC,,
1740,350,"Teledyne Flir, Llc",3,Entity,,,,,354908,"Teledyne FLIR, LLC",,
1760,2445,Pc Tel Inc,3,Entity,,,,,1057083,PC TEL INC,,
1768,2446,Pc Tel Inc,3,Entity,,,,,1057083,PC TEL INC,,
1772,355,Merl Holdings Inc Com,3,Entity,,,,,1094015,MERL HOLDINGS INC COM,,
1774,2447,Pc Tel Inc,3,Entity,,,,,1057083,PC TEL INC,,
1779,2448,Polycom Inc,3,Entity,,,,,1010552,POLYCOM INC,,
1796,251,China Health Management Corp.,3,Entity,,,,,1061554,China Health Management Corp.,,
1802,736,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
1805,737,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
1807,252,Craig Consumer Electronics Inc,3,Entity,,,,,1009869,CRAIG CONSUMER ELECTRONICS INC,,
1809,738,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
1811,739,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
1814,253,China Health Management Corp.,3,Entity,,,,,1061554,China Health Management Corp.,,
1826,257,Detour Media Group Inc,3,Entity,,,,,935730,DETOUR MEDIA GROUP INC,,
1830,258,Advanced Technical Products Inc,3,Entity,,,,,60911,ADVANCED TECHNICAL PRODUCTS INC,,
1833,259,American Banknote Corp,3,Entity,,,,,51124,AMERICAN BANKNOTE CORP,,
1834,259,American Bank Note Holographics Inc,3,Entity,,,,,1052489,AMERICAN BANK NOTE HOLOGRAPHICS INC,,
1850,261,American Banknote Corp,3,Entity,,,,,51124,AMERICAN BANKNOTE CORP,,
1851,261,American Bank Note Holographics Inc,3,Entity,,,,,1052489,AMERICAN BANK NOTE HOLOGRAPHICS INC,,
1853,262,American Banknote Corp,3,Entity,,,,,51124,AMERICAN BANKNOTE CORP,,
1854,262,American Bank Note Holographics Inc,3,Entity,,,,,1052489,AMERICAN BANK NOTE HOLOGRAPHICS INC,,
1856,263,American Banknote Corp,3,Entity,,,,,51124,AMERICAN BANKNOTE CORP,,
1858,264,Svc Financial Services Inc,3,Entity,,,,,1092753,SVC FINANCIAL SERVICES INC,,
1860,265,Svc Financial Services Inc,3,Entity,,,,,1092753,SVC FINANCIAL SERVICES INC,,
1864,266,Wiz Technology Inc,3,Entity,,,,,914282,WIZ TECHNOLOGY INC,,
1867,2402,Gee Group Inc,3,Entity,,,,,40570,GEE Group Inc.,,
1893,2403,Gee Group Inc,3,Entity,,,,,40570,GEE Group Inc.,,
1914,2404,Gee Group Inc,3,Entity,,,,,40570,GEE Group Inc.,,
1939,2405,Gee Group Inc,3,Entity,,,,,40570,GEE Group Inc.,,
1965,2406,Summit Stable Value Fund LLC,3,Entity,,,,,1500324,SUMMIT STABLE VALUE FUND LLC,,
1968,2407,Musclepharm Corp,3,Entity,,,,,1415684,MusclePharm Corp,,
1970,2408,Musclepharm Corp,3,Entity,,,,,1415684,MusclePharm Corp,,
1972,2409,Musclepharm Corp,3,Entity,,,,,1415684,MusclePharm Corp,,
1974,2410,Bankrate Inc,3,Entity,,,,,1518222,"Bankrate, Inc.",,
1977,2412,Chattem Inc,3,Entity,,,,,19520,CHATTEM INC,,
1981,2413,Summit Asset Strategies Investment Management LLC,3,Entity,,,,,1499922,Summit Asset Strategies Investment Management LLC,,
1982,2413,Summit Stable Value Fund LLC,3,Entity,,,,,1500324,SUMMIT STABLE VALUE FUND LLC,,
1994,2416,SAP SE,3,Entity,,,,,1000184,SAP SE,,
2001,2419,Point Blank Solutions Inc,3,Entity,,,,,899166,"POINT BLANK SOLUTIONS, INC.",,
2004,2420,Meridian United Capital LLC,3,Entity,,,,,1186686,"MERIDIAN UNITED CAPITAL, LLC",,
2015,2422,Computer Sciences Corp,3,Entity,,,,,23082,COMPUTER SCIENCES CORP,,
2017,2423,Ucbh Holdings Inc,3,Entity,,,,,1061580,UCBH HOLDINGS INC,,
2024,741,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
2026,742,Firstmark Corp,3,Entity,,,,,820588,FIRSTMARK CORP /ME/,,
2030,743,Investors Lp,3,Entity,,,,,1854263,3662 Investors LP,,
2036,744,Sunbeam Corp,3,Entity,,,,,3662,SUNBEAM CORP/FL/,,
2039,745,Sunbeam Corp,3,Entity,,,,,3662,SUNBEAM CORP/FL/,,
2041,746,Solucorp Industries Ltd,3,Entity,,,,,1051720,SOLUCORP INDUSTRIES LTD,,
2045,747,Solucorp Industries Ltd,3,Entity,,,,,1051720,SOLUCORP INDUSTRIES LTD,,
2049,748,"Anika Therapeutics, Inc.",3,Entity,,,,,898437,"Anika Therapeutics, Inc.",,
2057,750,Move Inc,3,Entity,,,,,1085770,MOVE INC,,
2062,327,Hbo & Co,3,Entity,,,,,310377,HBO & CO,,
2063,327,Mckesson Corp,3,Entity,,,,,927653,MCKESSON CORP,,
2064,327,Ebix Inc,3,Entity,,,,,814549,EBIX INC,,
2082,330,Mercator Software Inc,3,Entity,,,,,1039276,MERCATOR SOFTWARE INC,,
2085,2425,Subaye Inc,3,Entity,,,,,1139570,"SUBAYE, INC.",,
2097,333,Safety Kleen Corp,3,Entity,,,,,701856,SAFETY KLEEN CORP/,,
2099,336,Mci Inc,3,Entity,,,,,723527,MCI INC,,
2112,337,Mci Inc,3,Entity,,,,,723527,MCI INC,,
2121,338,Mci Inc,3,Entity,,,,,723527,MCI INC,,
2127,2433,Verint Systems Inc,3,Entity,,,,,1166388,VERINT SYSTEMS INC,,
2128,2433,Ca Inc,3,Entity,,,,,356028,"CA, INC.",,
2137,2435,L & L Energy Inc,3,Entity,,,,,1137083,"L & L ENERGY, INC.",,
2138,2462,Exotics Com Inc,3,Entity,,,,,1104220,EXOTICS COM INC,,
2141,2436,Cbiz Inc,3,Entity,,,,,944148,"CBIZ, Inc.",,
2142,2436,Tradebot Systems Inc,3,Entity,,,,,1146166,"TRADEBOT SYSTEMS, INC.",,
2146,343,U.s. Dry Cleaning Services Corp,3,Entity,,,,,920317,U.S. Dry Cleaning Services Corp,,
2148,2437,China Valves Technology Inc,3,Entity,,,,,1080360,"CHINA VALVES TECHNOLOGY, INC",,
2150,2438,Regions Financial Corp,3,Entity,,,,,1281761,REGIONS FINANCIAL CORP,,
2154,2439,Gold Standard Mining Co,3,Entity,,,,,1705445,Gold Standard Mining Co,,
2156,2440,Alpha Titans LP,3,Entity,,,,,1423611,ALPHA TITANS LP,,
2157,2440,Montreux Partners LP,3,Entity,,,,,1342948,"MONTREUX PARTNERS, L.P.",,
2158,2440,Chembio Diagnostics Inc,3,Entity,,,,,1092662,"CHEMBIO DIAGNOSTICS, INC.",,
2168,2441,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
2172,2442,Pab Bankshares Inc,3,Entity,,,,,705200,PAB BANKSHARES INC,,
2176,346,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
2177,2443,Proteonomix Inc,3,Entity,,,,,1469559,"PROTEONOMIX, INC.",,
2185,349,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
2189,351,Acln Ltd,3,Entity,,,,,1021264,ACLN LTD,,
2191,352,Ascential Software Corp,3,Entity,,,,,799089,ASCENTIAL SOFTWARE CORP,,
2194,356,United States Lime & Minerals Inc,3,Entity,,,,,82020,UNITED STATES LIME & MINERALS INC,,
2196,358,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
2204,357,Mci Inc,3,Entity,,,,,723527,MCI INC,,
2208,2380,"Track Group, Inc.",3,Entity,,,,,1045942,"Track Group, Inc.",,
2211,2381,Ocwen Financial Corp,3,Entity,,,,,873860,OCWEN FINANCIAL CORP,,
2214,2382,Zco Liquidating Corp,3,Entity,,,,,1355128,ZCO LIQUIDATING Corp,,
2226,2385,Cytta Corp.,3,Entity,,,,,1383088,CYTTA CORP.,,
2227,2385,"Monkey Rock Group, Inc.",3,Entity,,,,,1057327,"MONKEY ROCK GROUP, INC.",,
2230,2386,Trinity Capital Corp,3,Entity,,,,,99771,TRINITY CAPITAL CORP,,
2232,2387,Trinity Capital Corp,3,Entity,,,,,99771,TRINITY CAPITAL CORP,,
2253,380,Enron Corp,3,Entity,,,,,1024401,ENRON CORP/OR/,,
2266,381,"Teledyne Flir, Llc",3,Entity,,,,,354908,"Teledyne FLIR, LLC",,
2270,382,Interspeed Inc,3,Entity,,,,,1088755,INTERSPEED INC,,
2273,384,Mci Inc,3,Entity,,,,,723527,MCI INC,,
2275,385,Ambassador Eyewear Group Inc,3,Entity,,,,,1040440,AMBASSADOR EYEWEAR GROUP INC,,
2293,2474,Pbsj Corp,3,Entity,,,,,1117414,PBSJ CORP /FL/,,
2296,2475,"Subaye, Inc.",3,Entity,,,,,1139570,"SUBAYE, INC.",,
2299,2273,Nortel Networks Corp,3,Entity,,,,,72911,NORTEL NETWORKS CORP,,
2305,359,Sunbeam Corp,3,Entity,,,,,3662,SUNBEAM CORP/FL/,,
2318,362,Ea Engineering Science & Technology Inc,3,Entity,,,,,802492,EA ENGINEERING SCIENCE & TECHNOLOGY INC,,
2320,363,Gunther International Ltd,3,Entity,,,,,913600,GUNTHER INTERNATIONAL LTD,,
2327,2275,China North East Petroleum Holdings Ltd,3,Entity,,,,,787251,CHINA NORTH EAST PETROLEUM HOLDINGS LTD,,
2330,365,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
2333,366,United States Lime & Minerals Inc,3,Entity,,,,,82020,UNITED STATES LIME & MINERALS INC,,
2340,2276,"Aurum Mining, Llc",3,Entity,,,,,1557389,"Aurum Mining, LLC",,
2342,367,Ea Engineering Science & Technology Inc,3,Entity,,,,,802492,EA ENGINEERING SCIENCE & TECHNOLOGY INC,,
2346,369,Apponline Com Inc,3,Entity,,,,,353646,APPONLINE COM INC,,
2351,370,Surety Capital Corp,3,Entity,,,,,784932,SURETY CAPITAL CORP /DE/,,
2357,371,WorldCom Inc,3,Entity,,,,,723527,MCI INC,,
2370,2765,Fab Universal Corp,3,Entity,,,,,1074909,FAB Universal Corp.,,
2394,392,Johnson Controls International Plc,3,Entity,,,,,833444,Johnson Controls International plc,,
2423,396,Sunbeam Corp,3,Entity,,,,,3662,SUNBEAM CORP/FL/,,
2435,401,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
2436,401,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
2452,402,Hpsc Inc,3,Entity,,,,,718909,HPSC INC,,
2454,2792,Ener1 Inc,3,Entity,,,,,895642,ENER1 INC,,
2462,2289,"Xenith Bankshares, Inc.",3,Entity,,,,,1143155,"Xenith Bankshares, Inc.",,
2465,404,Vl Dissolution Corp,3,Entity,,,,,917173,VL DISSOLUTION CORP,,
2471,409,"Monarch Investment Properties, Inc.",3,Entity,,,,,1407882,"Monarch Investment Properties, Inc.",,
2472,2794,Ds Healthcare Group Inc,3,Entity,,,,,1463959,"DS HEALTHCARE GROUP, INC.",,
2482,411,American Rice Inc,3,Entity,,,,,824206,AMERICAN RICE INC,,
2484,412,"Softbrands, Inc.",3,Entity,,,,,1311926,"SoftBrands, Inc.",,
2488,2795,Ds Healthcare Group Inc,3,Entity,,,,,1463959,"DS HEALTHCARE GROUP, INC.",,
2498,413,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
2503,414,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
2507,2797,KIT Digital Inc,3,Entity,,,,,1076700,"PIKSEL, INC.",,
2517,2547,Electronic Game Card Inc,3,Entity,,,,,1083036,ELECTRONIC GAME CARD INC,,
2519,2548,Smf Energy Liquidating Trust,3,Entity,,,,,1024452,SMF Energy Liquidating Trust,,
2521,2549,Ener1 Inc,3,Entity,,,,,895642,ENER1 INC,,
2534,2478,Middlegate Securities Inc,3,Entity,,,,,826048,MIDDLEGATE SECURITIES INC.,,
2537,2464,Diamond Foods Inc,3,Entity,,,,,1320947,Diamond Foods Inc,,
2543,2293,Electronic Game Card Inc,3,Entity,,,,,1083036,ELECTRONIC GAME CARD INC,,
2545,2294,Envela Corp,3,Entity,,,,,701719,Envela Corp,,
2547,2295,"Citi Investor Services, Inc.",3,Entity,,,,,883587,"Citi Investor Services, Inc.",,
2557,2299,Vitesse Semiconductor Corp,3,Entity,,,,,880446,VITESSE SEMICONDUCTOR CORP,,
2559,2301,Harbinger Capital Partners Llc,3,Entity,,,,,1457298,HARBINGER CAPITAL PARTNERS LLC,,
2563,2303,"Cbiz, Inc.",3,Entity,,,,,944148,"CBIZ, Inc.",,
2564,2303,"Tradebot Systems, Inc.",3,Entity,,,,,1146166,"TRADEBOT SYSTEMS, INC.",,
2566,2304,"Cbiz, Inc.",3,Entity,,,,,944148,"CBIZ, Inc.",,
2570,2306,Saba Software Inc,3,Entity,,,,,1070380,SABA SOFTWARE INC,,
2575,2308,M&t Bank Corp,3,Entity,,,,,36270,M&T BANK CORP,,
2577,2309,Tierone Corp,3,Entity,,,,,1170605,TIERONE CORP,,
2582,2310,Fox Petroleum Inc,3,Entity,,,,,1326252,FOX PETROLEUM INC.,,
2583,2310,"Rpm Advantage, Inc.",3,Entity,,,,,1077385,"RPM ADVANTAGE, INC.",,
2590,2315,Qsgi Inc.,3,Entity,,,,,27960,QSGI INC.,,
2592,2316,Qsgi Inc.,3,Entity,,,,,27960,QSGI INC.,,
2596,2318,"Volt Information Sciences, Inc.",3,Entity,,,,,103872,"VOLT INFORMATION SCIENCES, INC.",,
2598,2319,"Volt Information Sciences, Inc.",3,Entity,,,,,103872,"VOLT INFORMATION SCIENCES, INC.",,
2600,2320,Dell Inc,3,Entity,,,,,826083,DELL INC,,
2603,2323,"Yuhe International, Inc.",3,Entity,,,,,1047857,"YUHE INTERNATIONAL, INC.",,
2607,2324,Noble Finance Co,3,Entity,,,,,1169055,Noble Finance Co,,
2614,2326,Universal Travel Group,3,Entity,,,,,1336644,UNIVERSAL TRAVEL GROUP,,
2616,2327,Nvidia Corp,3,Entity,,,,,1045810,NVIDIA CORP,,
2618,2328,Regions Financial Corp,3,Entity,,,,,1281761,REGIONS FINANCIAL CORP,,
2622,2329,Regions Financial Corp,3,Entity,,,,,1281761,REGIONS FINANCIAL CORP,,
2626,2330,Envela Corp,3,Entity,,,,,701719,Envela Corp,,
2638,2331,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
2640,2333,"Subaye, Inc.",3,Entity,,,,,1139570,"SUBAYE, INC.",,
2648,2337,Home Solutions Of America Inc,3,Entity,,,,,855424,HOME SOLUTIONS OF AMERICA INC,,
2651,2338,Merge Healthcare Inc,3,Entity,,,,,944765,MERGE HEALTHCARE INC,,
2655,2340,Cvs Health Corp,3,Entity,,,,,64803,CVS HEALTH Corp,,
2659,2341,Rokk3r Inc.,3,Entity,,,,,1100778,Rokk3r Inc.,,
2660,2341,"Vegalab, Inc.",3,Entity,,,,,1435224,"Vegalab, Inc.",,
2661,2341,Jd International Ltd,3,Entity,,,,,895650,JD International Ltd,,
2662,2341,"Omnicanna Health Solutions, Inc.",3,Entity,,,,,54424,"OMNICANNA HEALTH SOLUTIONS, INC.",,
2663,2341,Asia Green Agriculture Corp,3,Entity,,,,,1440476,Asia Green Agriculture Corp,,
2664,2341,"Golden Ally Lifetech Group, Inc.",3,Entity,,,,,1317833,"Golden Ally Lifetech Group, Inc.",,
2665,2341,Smsa Crane Acquisition Corp.,3,Entity,,,,,1473287,SMSA CRANE ACQUISITION CORP.,,
2666,2341,Tyin Group Holdings Ltd,3,Entity,,,,,1512693,TYIN Group Holdings Ltd,,
2667,2341,"Titanium Healthcare, Inc.",3,Entity,,,,,1474266,"Titanium Healthcare, Inc.",,
2669,2342,"L & L Energy, Inc.",3,Entity,,,,,1137083,"L & L ENERGY, INC.",,
2673,2344,American Tissue Inc,3,Entity,,,,,1095827,AMERICAN TISSUE INC,,
2676,2346,"Agfeed Industries, Inc.",3,Entity,,,,,1331427,"AgFeed Industries, Inc.",,
2681,2349,Hansen Medical Inc,3,Entity,,,,,1276591,HANSEN MEDICAL INC,,
2683,2350,Dell Inc,3,Entity,,,,,826083,DELL INC,,
2703,2355,Siemens Aktiengesellschaft,3,Entity,,,,,1135644,SIEMENS AKTIENGESELLSCHAFT,,
2708,2356,Imperiali Inc,3,Entity,,,,,1359272,IMPERIALI INC,,
2710,2357,Longtop Financial Technologies Ltd,3,Entity,,,,,1412494,LONGTOP FINANCIAL TECHNOLOGIES LTD,,
2713,2359,Fox Petroleum Inc.,3,Entity,,,,,1326252,FOX PETROLEUM INC.,,
2714,2359,"Rpm Advantage, Inc.",3,Entity,,,,,1077385,"RPM ADVANTAGE, INC.",,
2718,2360,Veolia Environnement,3,Entity,,,,,1160110,VEOLIA ENVIRONNEMENT,,
2723,2362,Diamond Foods Inc,3,Entity,,,,,1320947,Diamond Foods Inc,,
2726,2185,Tierone Corp,3,Entity,,,,,1170605,TIERONE CORP,,
2729,2187,Safenet Inc,3,Entity,,,,,850313,SAFENET INC,,
2733,2190,Commonwealth Bankshares Inc,3,Entity,,,,,835012,COMMONWEALTH BANKSHARES INC,,
2754,2197,"China Sky One Medical, Inc.",3,Entity,,,,,798985,"CHINA SKY ONE MEDICAL, INC.",,
2755,2197,China Education Alliance Inc.,3,Entity,,,,,1203900,CHINA EDUCATION ALLIANCE INC.,,
2756,2197,Wowjoint Holdings Ltd,3,Entity,,,,,1429360,Wowjoint Holdings Ltd,,
2758,2198,"Plastic2oil, Inc.",3,Entity,,,,,1381105,"Plastic2Oil, Inc.",,
2760,2199,Inphonic Inc,3,Entity,,,,,1133324,INPHONIC INC,,
2769,2202,Sanofi,3,Entity,,,,,1121404,Sanofi,,
2770,2202,Celgene Corp,3,Entity,,,,,816284,CELGENE CORP /DE/,,
2771,2202,Stryker Corp,3,Entity,,,,,310764,STRYKER CORP,,
2772,2202,Pharmion Corp,3,Entity,,,,,1203866,PHARMION CORP,,
2773,2202,"Abraxis Bioscience, Inc.",3,Entity,,,,,1409012,"Abraxis BioScience, Inc.",,
2775,2203,Celgene Corp,3,Entity,,,,,816284,CELGENE CORP /DE/,,
2776,2203,Stryker Corp,3,Entity,,,,,310764,STRYKER CORP,,
2777,2203,Orthovita Inc,3,Entity,,,,,913756,ORTHOVITA INC,,
2778,2203,Pharmion Corp,3,Entity,,,,,1203866,PHARMION CORP,,
2779,2203,"Abraxis Bioscience, Inc.",3,Entity,,,,,1409012,"Abraxis BioScience, Inc.",,
2781,2204,Universal Travel Group,3,Entity,,,,,1336644,UNIVERSAL TRAVEL GROUP,,
2797,2209,"Keyuan Petrochemicals, Inc.",3,Entity,,,,,1326396,"Keyuan Petrochemicals, Inc.",,
2800,2210,"Mercantile Bancorp, Inc.",3,Entity,,,,,1289701,"Mercantile Bancorp, Inc.",,
2802,2211,Quest Resource Corp,3,Entity,,,,,775351,QUEST RESOURCE CORP,,
2803,2211,"Quest Energy Partners, L.p.",3,Entity,,,,,1407185,"Quest Energy Partners, L.P.",,
2809,2553,Dynaresource Inc,3,Entity,,,,,1111741,DYNARESOURCE INC,,
2813,2554,Superior Bancorp,3,Entity,,,,,1065298,SUPERIOR BANCORP,,
2823,2556,Musclepharm Corp,3,Entity,,,,,1415684,MusclePharm Corp,,
2831,2213,Herbalife Nutrition Ltd.,3,Entity,,,,,1180262,HERBALIFE LTD.,,
2832,2213,Skechers Usa Inc,3,Entity,,,,,1065837,SKECHERS USA INC,,
2833,2213,Deckers Outdoor Corp,3,Entity,,,,,910521,DECKERS OUTDOOR CORP,,
2834,2213,Rsc Holdings Inc.,3,Entity,,,,,1389305,RSC Holdings Inc.,,
2835,2213,Pacific Capital Bancorp,3,Entity,,,,,357264,PACIFIC CAPITAL BANCORP /CA/,,
2838,2391,Terex Corp,3,Entity,,,,,97216,TEREX CORP,,
2839,2391,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
2841,2392,La Paz Mining Corp.,3,Entity,,,,,1554041,La Paz Mining Corp.,,
2842,2392,"Idle Media, Inc.",3,Entity,,,,,1451520,"Idle Media, Inc.",,
2860,2217,Left Behind Games Inc.,3,Entity,,,,,13055,LEFT BEHIND GAMES INC.,,
2864,2218,True North Finance Corp,3,Entity,,,,,1343504,True North Finance Corp,,
2865,2218,"Capital Solutions Monthly Income Fund, L.p.",3,Entity,,,,,1459455,"Capital Solutions Monthly Income Fund, L.P.",,
2868,2220,Medifast Inc,3,Entity,,,,,910329,MEDIFAST INC,,
2870,2221,Medifast Inc,3,Entity,,,,,910329,MEDIFAST INC,,
2913,2354,Life Partners Holdings Inc,3,Entity,,,,,49534,LIFE PARTNERS HOLDINGS INC,,
2918,2192,Sono Tek Corp,3,Entity,,,,,806172,SONO TEK CORP,,
2919,2192,Dgt Holdings Corp.,3,Entity,,,,,27748,DGT Holdings Corp.,,
